Date,Open,High,Low,Close,Adj Close,Volume
2023-07-17,73000.0,73600.0,72200.0,72300.0,67065.9,5802800.0
2023-07-19,72500.0,73000.0,72400.0,72600.0,67344.19,3025100.0
2023-07-20,72600.0,72800.0,72300.0,72600.0,67344.19,2600707.0
2023-07-21,72600.0,73500.0,72500.0,73500.0,68179.03,3821822.0
2023-07-24,73500.0,74000.0,73300.0,73600.0,68271.8,2535331.0
2023-07-26,74400.0,75200.0,74300.0,75000.0,69570.43,3189718.0
2023-07-28,75800.0,77700.0,75600.0,77400.0,71796.7,6143629.0
2023-08-03,74100.0,74100.0,72600.0,72600.0,67344.19,2917624.0
2023-08-04,72500.0,73000.0,72000.0,73000.0,67715.23,3165221.0
2023-08-07,72900.0,74900.0,72300.0,74900.0,69477.66,5087933.0
2023-08-08,74700.0,74900.0,73900.0,74500.0,69106.63,3510526.0
2023-08-09,74500.0,74500.0,72800.0,73100.0,67807.99,3727162.0
2023-08-10,73100.0,74000.0,72900.0,73100.0,67807.99,2813226.0
2023-08-11,73100.0,73500.0,72400.0,73500.0,68179.03,2204332.0
2023-08-14,73400.0,73500.0,72500.0,73400.0,68086.27,3366514.0
2023-08-15,72900.0,73400.0,72700.0,72800.0,67529.71,2259703.0
2023-08-16,72800.0,73500.0,72500.0,73100.0,67807.99,2083904.0
2023-08-17,73100.0,74500.0,72900.0,73600.0,68271.8,4650904.0
2023-08-18,73500.0,74800.0,72100.0,73300.0,67993.51,7106201.0
2023-08-21,72700.0,73800.0,72700.0,72900.0,67622.47,3617708.0
2023-08-22,73200.0,73200.0,71100.0,72700.0,67436.94,3075108.0
2023-08-23,72400.0,73600.0,71600.0,73500.0,68179.03,4172801.0
2023-08-24,73500.0,74900.0,73000.0,74700.0,69292.15,5206002.0
2023-08-25,75300.0,75300.0,74300.0,74900.0,69477.66,3045401.0
2023-08-28,75000.0,78100.0,75000.0,77900.0,72260.49,6034900.0
2023-08-29,77500.0,77600.0,76200.0,77400.0,71796.7,4199801.0
2023-08-30,77000.0,78500.0,76500.0,77800.0,72167.73,2659700.0
2023-08-31,77500.0,78900.0,77100.0,77800.0,72167.73,4386000.0
2023-09-05,78500.0,80500.0,78100.0,80100.0,74301.23,6839901.0
2023-09-06,80100.0,80100.0,79500.0,80000.0,74208.47,2280401.0
2023-09-07,79900.0,80000.0,78600.0,79500.0,73744.66,3726700.0
2023-09-08,79200.0,80100.0,79100.0,80000.0,74208.47,2774901.0
2023-09-11,80000.0,81100.0,77600.0,79500.0,73744.66,4234900.0
2023-09-12,79000.0,80700.0,78300.0,80300.0,74486.75,2708500.0
2023-09-13,79600.0,80300.0,78700.0,79100.0,73373.62,2507600.0
2023-09-14,78500.0,80000.0,78400.0,79400.0,73651.89,2660100.0
2023-09-15,79400.0,81200.0,79000.0,79500.0,73744.66,5614800.0
2023-09-18,79100.0,79800.0,78700.0,78900.0,73188.09,1499600.0
2023-09-19,78500.0,78900.0,77400.0,78900.0,73188.09,2571703.0
2023-09-20,78400.0,78800.0,78000.0,78300.0,72631.53,2403202.0
2023-09-21,78100.0,78300.0,77300.0,78000.0,72353.26,2577902.0
2023-09-22,77100.0,78300.0,75800.0,77500.0,71889.46,4361903.0
2023-09-25,77200.0,78500.0,76700.0,77600.0,71982.21,2795503.0
2023-09-26,77600.0,78000.0,76000.0,76100.0,70590.8,2634600.0
2023-09-27,76300.0,76600.0,74800.0,76600.0,71054.61,2273300.0
2023-09-28,76100.0,76400.0,74800.0,74800.0,69384.91,2034300.0
2023-09-29,75000.0,76400.0,74200.0,74200.0,68828.34,1403900.0
2023-10-02,74200.0,75600.0,74200.0,75600.0,70127.01,1304901.0
2023-10-03,74600.0,75100.0,73900.0,74000.0,68642.83,2013700.0
2023-10-04,73600.0,74600.0,73400.0,74400.0,69013.87,1177900.0
2023-10-05,74100.0,74400.0,72700.0,72700.0,67436.94,2645700.0
2023-10-06,72700.0,74200.0,72600.0,74200.0,68828.34,1327000.0
2023-10-09,74000.0,74100.0,73600.0,73700.0,68364.55,1621374.0
2023-10-10,74300.0,75000.0,74000.0,74400.0,69013.87,1123900.0
2023-10-11,74600.0,74800.0,74000.0,74400.0,69013.87,1898774.0
2023-10-12,74500.0,75900.0,74500.0,75500.0,70034.24,2534800.0
2023-10-13,75400.0,76300.0,75000.0,75800.0,70312.52,1560000.0
2023-10-16,75100.0,75800.0,74700.0,75200.0,69755.95,1374400.0
2023-10-17,75300.0,76100.0,74800.0,74800.0,69384.91,1595900.0
2023-10-18,74800.0,74800.0,72400.0,73900.0,68550.07,2572400.0
2023-10-19,73400.0,73400.0,70900.0,71400.0,66231.05,4007700.0
2023-10-20,71300.0,72500.0,70200.0,72300.0,67065.9,2371808.0
2023-10-23,71700.0,72000.0,70100.0,70200.0,65117.93,2804900.0
2023-10-24,70200.0,70800.0,70100.0,70300.0,65210.68,1099508.0
2023-10-25,70300.0,70800.0,69000.0,69000.0,64004.8,2477700.0
2023-10-26,68500.0,68600.0,65900.0,67000.0,62149.59,5201700.0
2023-10-27,67300.0,68000.0,66600.0,68000.0,63077.2,1811000.0
2023-10-30,67900.0,68000.0,67100.0,67600.0,62706.15,1112000.0
2023-10-31,67900.0,69500.0,67600.0,68000.0,63077.2,2183600.0
2023-11-01,69000.0,70500.0,67900.0,70400.0,65303.45,2337200.0
2023-11-02,70500.0,70900.0,69800.0,70900.0,65767.26,2390200.0
2023-11-03,70900.0,70900.0,69800.0,70000.0,64932.41,1692700.0
2023-11-06,70200.0,71500.0,70100.0,71000.0,65860.02,1136800.0
2023-11-07,70500.0,70800.0,69800.0,70800.0,65674.49,1474700.0
2023-11-08,70800.0,71500.0,69800.0,71400.0,66231.05,2339600.0
2023-11-09,71600.0,72100.0,70700.0,70700.0,65581.73,3420100.0
2023-11-10,70800.0,70800.0,69600.0,69600.0,64561.37,2833100.0
2023-11-13,69700.0,70000.0,68600.0,68700.0,63726.52,1730800.0
2023-11-14,69000.0,69400.0,68200.0,68900.0,63912.05,2996000.0
2023-11-15,70000.0,71800.0,70000.0,70700.0,65581.73,3949400.0
2023-11-16,70600.0,71300.0,69900.0,70300.0,65210.68,2368200.0
2023-11-17,71000.0,71100.0,69200.0,70000.0,64932.41,2335800.0
2023-11-20,69200.0,69900.0,69000.0,69300.0,64283.09,2001000.0
2023-11-21,69400.0,69800.0,68900.0,69500.0,64468.61,2989800.0
2023-11-22,69500.0,70200.0,69000.0,69400.0,64375.85,1533200.0
2023-11-23,69800.0,69900.0,68700.0,68700.0,63726.52,1653100.0
2023-11-24,68600.0,68900.0,67600.0,68300.0,63355.48,3128900.0
2023-11-27,68300.0,68400.0,67900.0,68100.0,63169.96,1333300.0
2023-11-28,68100.0,68500.0,67500.0,68500.0,63541.0,2192953.0
2023-11-29,68500.0,68800.0,68200.0,68400.0,63448.25,1419153.0
2023-11-30,68400.0,68700.0,67400.0,67400.0,62520.64,2630600.0
2023-12-01,68000.0,68500.0,67700.0,68400.0,63448.25,1558800.0
2023-12-04,68500.0,69500.0,68400.0,68800.0,63819.28,3006600.0
2023-12-05,68800.0,69000.0,68000.0,68100.0,63169.96,2302100.0
2023-12-06,68100.0,68600.0,68100.0,68500.0,63541.0,1606600.0
2023-12-07,68800.0,68800.0,67500.0,68400.0,63448.25,3921300.0
2023-12-08,68400.0,69300.0,68000.0,69000.0,64004.8,3729400.0
